auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date
365,0,2019-07-01,0.0,0,1500000,12.7997,Venda,2015-07-08,932563432.92,LTN 48 meses,1500000,LTN,0,2015-07-09
365,0,2017-10-01,0.0,0,1500000,13.2194,Venda,2015-07-08,1137889731.13,LTN 24 meses,1500000,LTN,0,2015-07-09
365,0,2016-10-01,0.0,0,2000000,13.9279,Venda,2015-07-08,1702886707.15,LTN 12 meses,2000000,LTN,0,2015-07-09
366,0,2025-01-01,0.0,0,1000000,12.579,Venda,2015-07-08,869144100.0,NTN-F 10 anos,1000000,NTN-F,0,2015-07-09
371,-,2055-05-15,0.0,-,95850,6.23,Venda,2015-07-14,250714689.42,NTN-B 40 anos,300000,NTN-B,0,2015-07-15
371,-,2035-05-15,0.0,-,46550,6.32,Venda,2015-07-14,121446480.87,NTN-B 20 anos,300000,NTN-B,0,2015-07-15
371,"525644,29",2023-05-15,0.0,200,84050,6.459,Venda,2015-07-14,220902014.67,NTN-B 10 anos,750000,NTN-B,0,2015-07-15
371,"233523659,21",2019-05-15,0.0,88143,665950,6.58,Venda,2015-07-14,1764349759.48,NTN-B 5 anos,750000,NTN-B,0,2015-07-15
374,-,2019-01-01,0.0,-,30000,12.747,Troca,2015-07-15,28021823.85,,1000000,NTN-F,0,2015-07-16
374,-,2018-01-01,0.0,-,0,0.0,Troca,2015-07-15,0.0,,1000000,NTN-F,0,2015-07-16
374,-,2017-01-01,0.0,-,261500,13.59,Troca,2015-07-15,251003410.75,,1000000,NTN-F,0,2015-07-16
377,"63465758,65",2016-04-01,0.0,69624,4000000,14.0999,Venda,2015-07-16,3646200085.55,LTN 6 meses,4000000,LTN,0,2015-07-17
377,0,2019-07-01,0.0,0,4000000,12.7799,Venda,2015-07-16,2495637983.7,LTN 48 meses,4000000,LTN,0,2015-07-17
377,"118911666,75",2017-10-01,0.0,156143,1500000,13.1689,Venda,2015-07-16,1142334271.52,LTN 24 meses,1500000,LTN,0,2015-07-17
387,-,2025-01-01,0.0,-,50000,12.8129,Venda,2015-07-23,43137200.0,NTN-F 10 anos,150000,NTN-F,0,2015-07-24
387,0,2021-01-01,0.0,0,150000,12.8647,Venda,2015-07-23,135463992.55,NTN-F 7 anos,150000,NTN-F,0,2015-07-24
386,0,2019-07-01,0.0,0,1000000,12.942,Venda,2015-07-23,621850391.71,LTN 48 meses,1000000,LTN,0,2015-07-24
386,0,2017-10-01,0.0,0,500000,13.173,Venda,2015-07-23,381748033.72,LTN 24 meses,500000,LTN,0,2015-07-24
386,0,2016-10-01,0.0,0,330000,13.783,Venda,2015-07-23,282994077.82,LTN 12 meses,500000,LTN,0,2015-07-24
390,0,2055-05-15,0.0,0,44100,6.48,Venda,2015-07-28,111931916.12,NTN-B 40 anos,100000,NTN-B,0,2015-07-29
390,0,2035-05-15,0.0,0,55900,6.619,Venda,2015-07-28,141923550.96,NTN-B 20 anos,100000,NTN-B,0,2015-07-29
390,0,2023-05-15,0.0,0,103000,6.75,Venda,2015-07-28,267533115.05,NTN-B 10 anos,300000,NTN-B,0,2015-07-29
390,0,2019-05-15,0.0,0,197000,6.88,Venda,2015-07-28,519695534.33,NTN-B 5 anos,300000,NTN-B,0,2015-07-29
396,"333622658,92",2019-07-01,10079986339.8,536180,3000000,12.9946,Venda,2015-07-30,1866664136.2,LTN 48 meses,3000000,LTN,16200000,2015-07-31
396,"205152371,75",2017-10-01,0.0,268090,1500000,13.18,Venda,2015-07-30,1147855412.33,LTN 24 meses,1500000,LTN,0,2015-07-31
396,0,2016-04-01,0.0,0,5000000,14.165,Venda,2015-07-30,4579904948.91,LTN 6 meses,5000000,LTN,0,2015-07-31
412,0,2016-10-01,0.0,0,1000000,14.273,Venda,2015-08-06,857756166.12,LTN 12 meses,1000000,LTN,0,2015-08-07
412,0,2017-10-01,0.0,0,362600,13.792,Venda,2015-08-06,274935657.32,LTN 24 meses,500000,LTN,0,2015-08-07
412,0,2019-07-01,0.0,0,973500,13.66,Venda,2015-08-06,593766397.67,LTN 48 meses,1000000,LTN,0,2015-08-07
413,0,2025-01-01,0.0,0,150000,13.6099,Venda,2015-08-06,124777223.86,NTN-F 10 anos,150000,NTN-F,0,2015-08-07
413,0,2021-01-01,0.0,0,150000,13.5449,Venda,2015-08-06,132741712.8,NTN-F 7 anos,150000,NTN-F,0,2015-08-07
416,"43457939,83",2055-05-15,3406366710.8885527,17861,133500,6.83,Venda,2015-08-11,324821397.01,NTN-B 40 anos,150000,NTN-B,1400000,2015-08-12
416,"1465503,66",2035-05-15,3454049072.269446,594,16500,6.94,Venda,2015-08-11,40708435.47,NTN-B 20 anos,150000,NTN-B,1400000,2015-08-12
416,"150010978,4",2023-05-15,3566897703.373939,58879,397750,7.18,Venda,2015-08-11,1013381114.99,NTN-B 10 anos,750000,NTN-B,1400000,2015-08-12
416,"94697245,18",2019-05-15,0.0,35979,302350,7.13,Venda,2015-08-11,795789546.24,NTN-B 5 anos,750000,NTN-B,0,2015-08-12
428,"1384230846,18",2016-04-01,0.0,1503998,8000000,14.365,Venda,2015-08-13,7359021855.69,LTN 6 meses,8000000,LTN,0,2015-08-14
428,"286021429,31",2017-10-01,0.0,375998,1620450,13.7847,Venda,2015-08-13,1232043715.06,LTN 24 meses,2000000,LTN,0,2015-08-14
429,0,2021-09-01,12682641519.639864,0,4000000,-0.0029,Venda,2015-08-13,28183646322.99,LFT 6 anos,4000000,LFT,1800000,2015-08-14
428,"402018223,86",2019-07-01,0.0,657737,3500000,13.6976,Venda,2015-08-13,2138157760.83,LTN 48 meses,3500000,LTN,0,2015-08-14
442,0,2025-01-01,0.0,0,750000,13.8309,Venda,2015-08-20,619844838.79,NTN-F 10 anos,750000,NTN-F,0,2015-08-21
442,0,2021-01-01,0.0,0,1500000,13.67,Venda,2015-08-20,1328201822.7,NTN-F 7 anos,1500000,NTN-F,0,2015-08-21
441,0,2019-07-01,0.0,0,2500000,13.703,Venda,2015-08-20,1530217318.39,LTN 48 meses,2500000,LTN,0,2015-08-21
441,0,2017-10-01,0.0,0,1500000,13.6044,Venda,2015-08-20,1147176705.08,LTN 24 meses,1500000,LTN,0,2015-08-21
441,0,2016-10-01,0.0,0,2000000,13.9584,Venda,2015-08-20,1729910732.84,LTN 12 meses,2000000,LTN,0,2015-08-21
453,"5269635,05",2019-05-15,0.0,2000,168150,7.23,Venda,2015-08-25,443044566.96,NTN-B 5 anos,500000,NTN-B,0,2015-08-26
453,"10276263,05",2023-05-15,0.0,4021,331850,7.199,Venda,2015-08-25,848091991.53,NTN-B 10 anos,500000,NTN-B,0,2015-08-26
453,"999874,9",2035-05-15,0.0,410,127350,7.09,Venda,2015-08-25,310570899.74,NTN-B 20 anos,300000,NTN-B,0,2015-08-26
453,0,2055-05-15,0.0,0,172650,6.95,Venda,2015-08-25,415127538.68,NTN-B 40 anos,300000,NTN-B,0,2015-08-26
464,"55568810,11",2019-07-01,0.0,90996,3000000,13.862,Venda,2015-08-27,1831075468.33,LTN 48 meses,3000000,LTN,0,2015-08-28
464,0,2017-10-01,0.0,0,3000000,13.803,Venda,2015-08-27,2291733604.2,LTN 24 meses,3000000,LTN,0,2015-08-28
464,0,2016-04-01,0.0,0,6000000,14.2849,Venda,2015-08-27,5550751831.71,LTN 6 meses,6000000,LTN,0,2015-08-28
495,"4460983,13",2019-05-15,8134733951.238802,1700,213250,7.48,Venda,2015-09-08,559590972.54,NTN-B 5 anos,300000,NTN-B,3100000,2015-09-09
495,0,2023-05-15,8118997028.425604,0,86750,7.5,Venda,2015-09-08,218733848.45,NTN-B 10 anos,300000,NTN-B,3220000,2015-09-09
496,-,2035-05-15,0.0,-,0,0.0,Compra,2015-09-08,0.0,NTN-B 20 anos,500000,NTN-B,0,2015-09-09
495,0,2035-05-15,8099858785.99211,0,88050,7.494,Venda,2015-09-08,206722482.89,NTN-B 20 anos,150000,NTN-B,3450000,2015-09-09
496,-,2040-08-15,0.0,-,0,0.0,Compra,2015-09-08,0.0,,500000,NTN-B,0,2015-09-09
496,-,2045-05-15,0.0,-,20000,7.52,Compra,2015-09-08,45512557.54,,500000,NTN-B,0,2015-09-09
496,-,2050-08-15,0.0,-,0,0.0,Compra,2015-09-08,0.0,,500000,NTN-B,0,2015-09-09
496,-,2055-05-15,0.0,-,0,0.0,Compra,2015-09-08,0.0,NTN-B 40 anos,500000,NTN-B,0,2015-09-09
495,"16806525,25",2055-05-15,8093537859.080052,7434,61950,7.459,Venda,2015-09-08,140054377.18,NTN-B 40 anos,150000,NTN-B,3580000,2015-09-09
504,"355791856,1",2021-09-01,16224108639.809856,50000,4000000,0.0,Venda,2015-09-10,28463338454.84,LFT 6 anos,4000000,LFT,2280000,2015-09-11
513,0,2016-10-01,0.0,0,4000000,15.21,Venda,2015-09-17,3454648436.25,LTN 12 meses,4000000,LTN,0,2015-09-18
513,0,2017-10-01,0.0,0,1500000,15.301,Venda,2015-09-17,1124077248.77,LTN 24 meses,1500000,LTN,0,2015-09-18
513,0,2019-07-01,0.0,0,1000000,15.3889,Venda,2015-09-17,584722178.86,LTN 48 meses,1000000,LTN,0,2015-09-18
512,-,2025-01-01,0.0,-,0,0.0,Compra,2015-09-17,0.0,NTN-F 10 anos,500000,NTN-F,0,2015-09-18
512,-,2023-01-01,0.0,-,0,0.0,Compra,2015-09-17,0.0,,500000,NTN-F,0,2015-09-18
514,0,2025-01-01,0.0,0,150000,15.444,Venda,2015-09-17,115487920.5,NTN-F 10 anos,150000,NTN-F,0,2015-09-18
514,0,2021-01-01,0.0,0,150000,15.3599,Venda,2015-09-17,126346465.85,NTN-F 7 anos,150000,NTN-F,0,2015-09-18
521,-,2017-01-01,0.0,-,0,0.0,Compra,2015-09-21,0.0,,1000000,NTN-F,0,2015-09-22
520,-,2018-01-01,0.0,-,0,0.0,Venda,2015-09-21,0.0,,150000,NTN-F,0,2015-09-22
521,-,2018-01-01,0.0,-,0,0.0,Compra,2015-09-21,0.0,,1000000,NTN-F,0,2015-09-22
521,-,2019-01-01,0.0,-,0,0.0,Compra,2015-09-21,0.0,,1000000,NTN-F,0,2015-09-22
520,-,2019-01-01,0.0,-,0,0.0,Venda,2015-09-21,0.0,,150000,NTN-F,0,2015-09-22
520,-,2017-01-01,0.0,-,0,0.0,Venda,2015-09-21,0.0,,150000,NTN-F,0,2015-09-22
521,-,2021-01-01,0.0,-,50000,15.9997,Compra,2015-09-21,41237018.05,NTN-F 7 anos,1000000,NTN-F,0,2015-09-22
521,-,2023-01-01,0.0,-,150000,16.02,Compra,2015-09-21,117213988.5,,1000000,NTN-F,0,2015-09-22
520,-,2023-01-01,0.0,-,0,0.0,Venda,2015-09-21,0.0,,150000,NTN-F,0,2015-09-22
521,-,2025-01-01,0.0,-,650000,16.02,Compra,2015-09-21,486192751.3,NTN-F 10 anos,1000000,NTN-F,0,2015-09-22
520,-,2025-01-01,0.0,-,0,0.0,Venda,2015-09-21,0.0,NTN-F 10 anos,150000,NTN-F,0,2015-09-22
520,-,2021-01-01,0.0,-,0,0.0,Venda,2015-09-21,0.0,NTN-F 7 anos,150000,NTN-F,0,2015-09-22
532,-,2019-05-15,0.0,-,226400,7.77,Venda,2015-09-22,591831299.07,NTN-B 5 anos,300000,NTN-B,0,2015-09-23
533,-,2019-05-15,0.0,-,0,0.0,Compra,2015-09-22,0.0,NTN-B 5 anos,1000000,NTN-B,0,2015-09-23
532,-,2023-05-15,0.0,-,50950,7.83,Venda,2015-09-22,126972284.37,NTN-B 10 anos,300000,NTN-B,0,2015-09-23
533,-,2023-05-15,0.0,-,90000,7.87,Compra,2015-09-22,223271185.5,NTN-B 10 anos,1000000,NTN-B,0,2015-09-23
532,-,2035-05-15,0.0,-,16200,7.66,Venda,2015-09-22,37578964.93,NTN-B 20 anos,150000,NTN-B,0,2015-09-23
533,-,2055-05-15,0.0,-,59000,7.59,Compra,2015-09-22,131824042.37,NTN-B 40 anos,1000000,NTN-B,0,2015-09-23
532,-,2055-05-15,0.0,-,27500,7.57,Venda,2015-09-22,61837233.82,NTN-B 40 anos,150000,NTN-B,0,2015-09-23
533,-,2035-05-15,0.0,-,12500,7.67,Compra,2015-09-22,28958056.29,NTN-B 20 anos,1000000,NTN-B,0,2015-09-23
537,-,2017-01-01,0.0,-,0,0.0,Venda,2015-09-24,0.0,,150000,NTN-F,0,2015-09-25
536,-,2017-01-01,0.0,-,0,0.0,Compra,2015-09-24,0.0,,1000000,NTN-F,0,2015-09-25
537,-,2018-01-01,0.0,-,0,0.0,Venda,2015-09-24,0.0,,150000,NTN-F,0,2015-09-25
536,-,2018-01-01,0.0,-,0,0.0,Compra,2015-09-24,0.0,,1000000,NTN-F,0,2015-09-25
536,-,2019-01-01,0.0,-,0,0.0,Compra,2015-09-24,0.0,,1000000,NTN-F,0,2015-09-25
537,-,2021-01-01,0.0,-,0,0.0,Venda,2015-09-24,0.0,NTN-F 7 anos,150000,NTN-F,0,2015-09-25
536,-,2021-01-01,0.0,-,860000,16.9,Compra,2015-09-24,688567990.06,NTN-F 7 anos,1000000,NTN-F,0,2015-09-25
536,-,2023-01-01,0.0,-,0,0.0,Compra,2015-09-24,0.0,,1000000,NTN-F,0,2015-09-25
537,-,2023-01-01,0.0,-,0,0.0,Venda,2015-09-24,0.0,,150000,NTN-F,0,2015-09-25
536,-,2025-01-01,0.0,-,16000,16.9,Compra,2015-09-24,11523756.48,NTN-F 10 anos,1000000,NTN-F,0,2015-09-25
537,-,2025-01-01,0.0,-,0,0.0,Venda,2015-09-24,0.0,NTN-F 10 anos,150000,NTN-F,0,2015-09-25
537,-,2019-01-01,0.0,-,0,0.0,Venda,2015-09-24,0.0,,150000,NTN-F,0,2015-09-25
546,-,2017-01-01,0.0,-,0,0.0,Venda,2015-09-25,0.0,,150000,NTN-F,0,2015-09-28
545,-,2017-01-01,0.0,-,0,0.0,Compra,2015-09-25,0.0,,1000000,NTN-F,0,2015-09-28
546,-,2018-01-01,0.0,-,0,0.0,Venda,2015-09-25,0.0,,150000,NTN-F,0,2015-09-28
545,-,2018-01-01,0.0,-,0,0.0,Compra,2015-09-25,0.0,,1000000,NTN-F,0,2015-09-28
545,-,2019-01-01,0.0,-,0,0.0,Compra,2015-09-25,0.0,,1000000,NTN-F,0,2015-09-28
546,-,2019-01-01,0.0,-,0,0.0,Venda,2015-09-25,0.0,,150000,NTN-F,0,2015-09-28
546,-,2021-01-01,0.0,-,0,0.0,Venda,2015-09-25,0.0,NTN-F 7 anos,150000,NTN-F,0,2015-09-28
545,-,2021-01-01,0.0,-,0,0.0,Compra,2015-09-25,0.0,NTN-F 7 anos,1000000,NTN-F,0,2015-09-28
545,-,2023-01-01,0.0,-,0,0.0,Compra,2015-09-25,0.0,,1000000,NTN-F,0,2015-09-28
546,-,2023-01-01,0.0,-,0,0.0,Venda,2015-09-25,0.0,,150000,NTN-F,0,2015-09-28
545,-,2025-01-01,0.0,-,350000,15.95,Compra,2015-09-25,263828199.9,NTN-F 10 anos,1000000,NTN-F,0,2015-09-28
546,-,2025-01-01,0.0,-,35000,15.95,Venda,2015-09-25,26382820.17,NTN-F 10 anos,150000,NTN-F,0,2015-09-28
551,-,2017-01-01,0.0,-,0,0.0,Venda,2015-09-28,0.0,,150000,NTN-F,0,2015-09-29
550,-,2017-01-01,0.0,-,0,0.0,Compra,2015-09-28,0.0,,1000000,NTN-F,0,2015-09-29
551,-,2018-01-01,0.0,-,0,0.0,Venda,2015-09-28,0.0,,150000,NTN-F,0,2015-09-29
550,-,2018-01-01,0.0,-,0,0.0,Compra,2015-09-28,0.0,,1000000,NTN-F,0,2015-09-29
550,-,2019-01-01,0.0,-,0,0.0,Compra,2015-09-28,0.0,,1000000,NTN-F,0,2015-09-29
551,-,2025-01-01,0.0,-,0,0.0,Venda,2015-09-28,0.0,NTN-F 10 anos,150000,NTN-F,0,2015-09-29
551,-,2021-01-01,0.0,-,0,0.0,Venda,2015-09-28,0.0,NTN-F 7 anos,150000,NTN-F,0,2015-09-29
550,-,2021-01-01,0.0,-,0,0.0,Compra,2015-09-28,0.0,NTN-F 7 anos,1000000,NTN-F,0,2015-09-29
550,-,2023-01-01,0.0,-,0,0.0,Compra,2015-09-28,0.0,,1000000,NTN-F,0,2015-09-29
551,-,2023-01-01,0.0,-,0,0.0,Venda,2015-09-28,0.0,,150000,NTN-F,0,2015-09-29
550,-,2025-01-01,0.0,-,0,0.0,Compra,2015-09-28,0.0,NTN-F 10 anos,1000000,NTN-F,0,2015-09-29
551,-,2019-01-01,0.0,-,0,0.0,Venda,2015-09-28,0.0,,150000,NTN-F,0,2015-09-29
557,-,2019-01-01,0.0,-,0,0.0,Venda,2015-09-29,0.0,,150000,NTN-F,0,2015-09-30
557,-,2017-01-01,0.0,-,0,0.0,Venda,2015-09-29,0.0,,150000,NTN-F,0,2015-09-30
558,-,2017-01-01,0.0,-,0,0.0,Compra,2015-09-29,0.0,,1000000,NTN-F,0,2015-09-30
557,-,2018-01-01,0.0,-,0,0.0,Venda,2015-09-29,0.0,,150000,NTN-F,0,2015-09-30
558,-,2018-01-01,0.0,-,0,0.0,Compra,2015-09-29,0.0,,1000000,NTN-F,0,2015-09-30
558,-,2019-01-01,0.0,-,0,0.0,Compra,2015-09-29,0.0,,1000000,NTN-F,0,2015-09-30
558,-,2025-01-01,0.0,-,250000,16.35,Compra,2015-09-29,185114646.0,NTN-F 10 anos,1000000,NTN-F,0,2015-09-30
558,-,2021-01-01,0.0,-,200000,16.39,Compra,2015-09-29,163346690.0,NTN-F 7 anos,1000000,NTN-F,0,2015-09-30
556,"1556008455,26",2021-09-01,0.0,217204,5000000,0.0,Venda,2015-09-29,35819045731.48,LFT 6 anos,5000000,LFT,0,2015-09-30
557,-,2023-01-01,0.0,-,0,0.0,Venda,2015-09-29,0.0,,150000,NTN-F,0,2015-09-30
558,-,2023-01-01,0.0,-,170000,16.4,Compra,2015-09-29,131210062.15,,1000000,NTN-F,0,2015-09-30
557,-,2025-01-01,0.0,-,0,0.0,Venda,2015-09-29,0.0,NTN-F 10 anos,150000,NTN-F,0,2015-09-30
557,-,2021-01-01,0.0,-,0,0.0,Venda,2015-09-29,0.0,NTN-F 7 anos,150000,NTN-F,0,2015-09-30
561,-,2017-01-01,0.0,-,52000,15.67,Venda,2015-09-30,50216446.07,,150000,NTN-F,0,2015-10-01
562,-,2017-01-01,0.0,-,0,0.0,Compra,2015-09-30,0.0,,1000000,NTN-F,0,2015-10-01
561,-,2018-01-01,0.0,-,55000,15.91,Venda,2015-09-30,50780151.01,,150000,NTN-F,0,2015-10-01
562,-,2018-01-01,0.0,-,0,0.0,Compra,2015-09-30,0.0,,1000000,NTN-F,0,2015-10-01
561,-,2019-01-01,0.0,-,0,0.0,Venda,2015-09-30,0.0,,150000,NTN-F,0,2015-10-01
562,-,2019-01-01,0.0,-,0,0.0,Compra,2015-09-30,0.0,,1000000,NTN-F,0,2015-10-01
562,-,2021-01-01,0.0,-,0,0.0,Compra,2015-09-30,0.0,NTN-F 7 anos,1000000,NTN-F,0,2015-10-01
562,-,2023-01-01,0.0,-,0,0.0,Compra,2015-09-30,0.0,,1000000,NTN-F,0,2015-10-01
561,-,2023-01-01,0.0,-,0,0.0,Venda,2015-09-30,0.0,,150000,NTN-F,0,2015-10-01
562,-,2025-01-01,0.0,-,125000,15.66,Compra,2015-09-30,95712564.0,NTN-F 10 anos,1000000,NTN-F,0,2015-10-01
561,-,2025-01-01,0.0,-,0,0.0,Venda,2015-09-30,0.0,NTN-F 10 anos,150000,NTN-F,0,2015-10-01
561,-,2021-01-01,0.0,-,0,0.0,Venda,2015-09-30,0.0,NTN-F 7 anos,150000,NTN-F,0,2015-10-01
565,-,2019-01-01,0.0,-,100000,15.78,Venda,2015-10-01,89150572.9,,150000,NTN-F,0,2015-10-02
565,-,2017-01-01,0.0,-,10000,15.45,Venda,2015-10-01,9684148.63,,150000,NTN-F,0,2015-10-02
565,-,2018-01-01,0.0,-,10000,15.75,Venda,2015-10-01,9263656.95,,150000,NTN-F,0,2015-10-02
564,-,2018-01-01,0.0,-,0,0.0,Compra,2015-10-01,0.0,,1000000,NTN-F,0,2015-10-02
564,-,2019-01-01,0.0,-,0,0.0,Compra,2015-10-01,0.0,,1000000,NTN-F,0,2015-10-02
564,-,2017-01-01,0.0,-,0,0.0,Compra,2015-10-01,0.0,,1000000,NTN-F,0,2015-10-02
564,-,2021-01-01,0.0,-,0,0.0,Compra,2015-10-01,0.0,NTN-F 7 anos,1000000,NTN-F,0,2015-10-02
565,-,2025-01-01,0.0,-,25000,15.4799,Venda,2015-10-01,19320575.0,NTN-F 10 anos,150000,NTN-F,0,2015-10-02
564,-,2025-01-01,0.0,-,0,0.0,Compra,2015-10-01,0.0,NTN-F 10 anos,1000000,NTN-F,0,2015-10-02
565,-,2021-01-01,0.0,-,5000,15.5499,Venda,2015-10-01,4207392.36,NTN-F 7 anos,150000,NTN-F,0,2015-10-02
564,-,2023-01-01,0.0,-,0,0.0,Compra,2015-10-01,0.0,,1000000,NTN-F,0,2015-10-02
565,-,2023-01-01,0.0,-,0,0.0,Venda,2015-10-01,0.0,,150000,NTN-F,0,2015-10-02
571,-,2025-01-01,0.0,-,100000,15.42,Venda,2015-10-02,77550985.1,NTN-F 10 anos,300000,NTN-F,0,2015-10-05
572,-,2025-01-01,0.0,-,200000,15.43,Compra,2015-10-02,155026958.0,NTN-F 10 anos,1000000,NTN-F,0,2015-10-05
571,-,2023-01-01,0.0,-,0,0.0,Venda,2015-10-02,0.0,,300000,NTN-F,0,2015-10-05
572,-,2023-01-01,0.0,-,0,0.0,Compra,2015-10-02,0.0,,1000000,NTN-F,0,2015-10-05
571,-,2021-01-01,0.0,-,0,0.0,Venda,2015-10-02,0.0,NTN-F 7 anos,300000,NTN-F,0,2015-10-05
572,-,2021-01-01,0.0,-,0,0.0,Compra,2015-10-02,0.0,NTN-F 7 anos,1000000,NTN-F,0,2015-10-05
572,-,2019-01-01,0.0,-,0,0.0,Compra,2015-10-02,0.0,,1000000,NTN-F,0,2015-10-05
571,-,2019-01-01,0.0,-,0,0.0,Venda,2015-10-02,0.0,,300000,NTN-F,0,2015-10-05
571,-,2018-01-01,0.0,-,50000,15.73,Venda,2015-10-02,46361124.5,,300000,NTN-F,0,2015-10-05
572,-,2018-01-01,0.0,-,0,0.0,Compra,2015-10-02,0.0,,1000000,NTN-F,0,2015-10-05
572,-,2017-01-01,0.0,-,0,0.0,Compra,2015-10-02,0.0,,1000000,NTN-F,0,2015-10-05
571,-,2017-01-01,0.0,-,150000,15.58,Venda,2015-10-02,145154345.55,,300000,NTN-F,0,2015-10-05
574,"223927424,72",2019-05-15,0.0,83604,254500,7.12,Venda,2015-10-06,681660322.5,NTN-B 5 anos,500000,NTN-B,0,2015-10-07
574,0,2023-05-15,0.0,0,45700,7.23,Venda,2015-10-06,118129857.33,NTN-B 10 anos,500000,NTN-B,0,2015-10-07
574,"21570059,18",2035-05-15,0.0,8857,52100,7.23,Venda,2015-10-06,126882701.24,NTN-B 20 anos,150000,NTN-B,0,2015-10-07
574,"40964055,1",2055-05-15,0.0,17436,97900,7.23,Venda,2015-10-06,230005792.51,NTN-B 40 anos,150000,NTN-B,0,2015-10-07
581,"91512818,54",2021-09-01,0.0,12727,1000000,-0.0016,Venda,2015-10-08,7190443480.73,LFT 6 anos,1000000,LFT,0,2015-10-09
580,0,2019-07-01,0.0,0,1000000,15.7549,Venda,2015-10-08,583059820.6,LTN 48 meses,1000000,LTN,0,2015-10-09
580,0,2017-10-01,0.0,0,1000000,15.789,Venda,2015-10-08,749556057.26,LTN 24 meses,1000000,LTN,0,2015-10-09
580,"559718719,51",2016-04-01,0.0,597000,3000000,14.903,Venda,2015-10-08,2811107038.77,LTN 6 meses,3000000,LTN,0,2015-10-09
605,"5793175,47",2025-01-01,0.0,7620,50000,15.9499,Venda,2015-10-15,37990484.6,NTN-F 10 anos,50000,NTN-F,0,2015-10-16
605,"7126973,31",2021-01-01,0.0,8500,50000,15.8249,Venda,2015-10-15,41898797.55,NTN-F 7 anos,50000,NTN-F,0,2015-10-16
604,"34815571,08",2019-07-01,0.0,60000,1000000,16.0,Venda,2015-10-15,579917296.11,LTN 48 meses,1000000,LTN,0,2015-10-16
604,"127490678,55",2017-10-01,0.0,170000,700000,15.925,Venda,2015-10-15,524653534.3,LTN 24 meses,1000000,LTN,0,2015-10-16
604,"327202471,12",2016-10-01,0.0,375000,3000000,15.33,Venda,2015-10-15,2616137611.03,LTN 12 meses,3000000,LTN,0,2015-10-16
611,0,2055-05-15,0.0,0,21500,7.2699,Venda,2015-10-20,50537958.08,NTN-B 40 anos,150000,NTN-B,0,2015-10-21
611,0,2035-05-15,0.0,0,128500,7.42,Venda,2015-10-20,308681049.66,NTN-B 20 anos,150000,NTN-B,0,2015-10-21
611,"22227082,55",2023-05-15,0.0,8681,103350,7.5019,Venda,2015-10-20,264620318.2,NTN-B 10 anos,500000,NTN-B,0,2015-10-21
611,0,2019-05-15,0.0,0,396650,7.229,Venda,2015-10-20,1064860830.88,NTN-B 5 anos,500000,NTN-B,0,2015-10-21
620,0,2016-04-01,0.0,0,4000000,14.56,Venda,2015-10-22,3771685416.48,LTN 6 meses,4000000,LTN,0,2015-10-23
620,0,2017-10-01,0.0,0,2000000,15.6699,Venda,2015-10-22,1509780046.24,LTN 24 meses,2000000,LTN,0,2015-10-23
620,0,2019-07-01,0.0,0,2000000,15.87,Venda,2015-10-22,1167962828.8,LTN 48 meses,2000000,LTN,0,2015-10-23
630,0,2025-01-01,0.0,0,300000,15.84,Venda,2015-10-29,230514768.1,NTN-F 10 anos,300000,NTN-F,0,2015-10-30
630,0,2021-01-01,0.0,0,500000,15.8349,Venda,2015-10-29,421423618.5,NTN-F 7 anos,500000,NTN-F,0,2015-10-30
629,0,2019-07-01,0.0,0,1500000,15.98,Venda,2015-10-29,875706336.8,LTN 48 meses,1500000,LTN,0,2015-10-30
629,"12851797,66",2017-10-01,0.0,17000,2000000,15.795,Venda,2015-10-29,1511097099.56,LTN 24 meses,2000000,LTN,0,2015-10-30
629,0,2016-10-01,0.0,0,4000000,15.27,Venda,2015-10-29,3509884115.08,LTN 12 meses,4000000,LTN,0,2015-10-30
642,"15274431,85",2055-05-15,0.0,6200,62000,6.95,Venda,2015-11-03,152744318.58,NTN-B 40 anos,150000,NTN-B,0,2015-11-04
642,"39349167,35",2035-05-15,0.0,15839,88000,7.149,Venda,2015-11-03,218620287.24,NTN-B 20 anos,150000,NTN-B,0,2015-11-04
642,"102191430,78",2023-05-15,0.0,39509,210950,7.43,Venda,2015-11-03,545629662.2,NTN-B 10 anos,750000,NTN-B,0,2015-11-04
642,"252034213,93",2019-05-15,0.0,92771,342000,7.03,Venda,2015-11-03,929123337.84,NTN-B 5 anos,750000,NTN-B,0,2015-11-04
654,0,2021-09-01,0.0,0,1000000,-0.0024,Venda,2015-11-05,7259326289.56,LFT 6 anos,1000000,LFT,0,2015-11-06
653,0,2019-07-01,0.0,0,2000000,15.6759,Venda,2015-11-05,1181129943.9,LTN 48 meses,2000000,LTN,0,2015-11-06
653,"281848481,8",2017-10-01,0.0,371038,3000000,15.641,Venda,2015-11-05,2277550574.75,LTN 24 meses,3000000,LTN,0,2015-11-06
653,0,2016-04-01,0.0,0,4000000,14.593,Venda,2015-11-05,3790292554.53,LTN 6 meses,4000000,LTN,0,2015-11-06
663,"633621913,68",2016-10-01,0.0,718548,5000000,15.3599,Venda,2015-11-12,4406546016.79,LTN 12 meses,5000000,LTN,0,2015-11-13
